Date and time,Channel Flow (Cumecs),Quality,Interpolation type,Remarks
,,,,Disclaimer
,,,,Use of the information and data contained within this file is at your sole risk.
,,,,"The data is telemetered data, which is transmitted and published by automatic processes."
,,,,"The data is unchecked and may not be accurate, current or complete and it may contain errors."
,,,,Hydro Tasmania:
,,,,"  . makes no representations, either expressed or implied, as to the accuracy of the information and data contained in this file"
,,,,  . accepts no liability however arising for any loss resulting from the use of the information and data in this file or reliance placed on it; and
,,,,"  . makes no representations, either expressed or implied, as to the suitability of the said information and data for any particular purpose."
,,,,
,,,,Copyright 2014 Hydro Electric Corporation.
,,,,No part of this data may be copied to third parties without the
,,,,specific written consent of Hydro Tasmania.
,,,,Time-series interpolation types
,,,,"  InstVal = Instantaneous Value, linear interpolation between observations. For example continuous watercourse level."
,,,,  PrecVal = Preceeding period average value. For example daily avergae flow for the 1st day of Jan 2012 would have timestamp 02/01/2012 00:00
,,,,  PrecMax = Preceding period maximum value. For example maximum weekly watercourse discharge
,,,,  PrecMin = Preceding period minimum value. For example daily minimum temperature
,,,,  PrecTot = Preceding period total value. For example daily total rainfall for the 1st day of Jan 2012 would have date stamp 02/01/2012 00:00
,,,,"  InstTot = Instantaneous total, total value that ocurred at an event"
,,,,"  NoJoin  = Discontinuous value, collection occurs infrequently and interpolation or integration not possible"
,,,,"  SuccVal = Succeeding period Value, value holds until changed"
,,,,  PrecDir = Preceding period directional value.  For example wind direction
,,,,site = LAKE RIVER BELOW WOODS LAKE DAM
,,,,location = 20M D/S WOODS DAM
04-05-2008 00:00,0,unverified data,PrecVal,
05-05-2008 00:00,0,unverified data,PrecVal,
06-05-2008 00:00,0,unverified data,PrecVal,
07-05-2008 00:00,0,unverified data,PrecVal,
08-05-2008 00:00,0,unverified data,PrecVal,
09-05-2008 00:00,0,unverified data,PrecVal,
10-05-2008 00:00,0,unverified data,PrecVal,
11-05-2008 00:00,0,unverified data,PrecVal,
12-05-2008 00:00,0,unverified data,PrecVal,
13-05-2008 00:00,0,unverified data,PrecVal,
14-05-2008 00:00,0,unverified data,PrecVal,
15-05-2008 00:00,0,unverified data,PrecVal,
16-05-2008 00:00,0,unverified data,PrecVal,
17-05-2008 00:00,0,unverified data,PrecVal,
18-05-2008 00:00,0,unverified data,PrecVal,
19-05-2008 00:00,0,unverified data,PrecVal,
20-05-2008 00:00,0,unverified data,PrecVal,
21-05-2008 00:00,0,unverified data,PrecVal,
22-05-2008 00:00,0,unverified data,PrecVal,
23-05-2008 00:00,0,unverified data,PrecVal,
24-05-2008 00:00,0.058,unverified data,PrecVal,
25-05-2008 00:00,0.249,unverified data,PrecVal,
26-05-2008 00:00,0.246,unverified data,PrecVal,
27-05-2008 00:00,0.248,unverified data,PrecVal,
28-05-2008 00:00,0.25,unverified data,PrecVal,
29-05-2008 00:00,0.249,unverified data,PrecVal,
30-05-2008 00:00,0.25,unverified data,PrecVal,
31-05-2008 00:00,0.249,unverified data,PrecVal,
01-06-2008 00:00,0.245,unverified data,PrecVal,
02-06-2008 00:00,0.241,unverified data,PrecVal,
03-06-2008 00:00,0.24,unverified data,PrecVal,
04-06-2008 00:00,0.239,unverified data,PrecVal,
05-06-2008 00:00,0.237,unverified data,PrecVal,
06-06-2008 00:00,0.237,unverified data,PrecVal,
07-06-2008 00:00,0.227,unverified data,PrecVal,
08-06-2008 00:00,0.215,unverified data,PrecVal,
09-06-2008 00:00,0.22,unverified data,PrecVal,
10-06-2008 00:00,0.22,unverified data,PrecVal,
11-06-2008 00:00,0.222,unverified data,PrecVal,
12-06-2008 00:00,0.051,unverified data,PrecVal,
13-06-2008 00:00,0,unverified data,PrecVal,
14-06-2008 00:00,0,unverified data,PrecVal,
15-06-2008 00:00,0,unverified data,PrecVal,
16-06-2008 00:00,0,unverified data,PrecVal,
17-06-2008 00:00,0,unverified data,PrecVal,
18-06-2008 00:00,0,unverified data,PrecVal,
19-06-2008 00:00,0,unverified data,PrecVal,
20-06-2008 00:00,0,unverified data,PrecVal,
21-06-2008 00:00,0,unverified data,PrecVal,
22-06-2008 00:00,0,unverified data,PrecVal,
23-06-2008 00:00,0,unverified data,PrecVal,
24-06-2008 00:00,0,unverified data,PrecVal,
25-06-2008 00:00,0,unverified data,PrecVal,
26-06-2008 00:00,0,unverified data,PrecVal,
27-06-2008 00:00,0,unverified data,PrecVal,
28-06-2008 00:00,0,unverified data,PrecVal,
29-06-2008 00:00,0,unverified data,PrecVal,
30-06-2008 00:00,0,unverified data,PrecVal,
01-07-2008 00:00,0,unverified data,PrecVal,
02-07-2008 00:00,0,unverified data,PrecVal,
03-07-2008 00:00,0,unverified data,PrecVal,
04-07-2008 00:00,0,unverified data,PrecVal,
05-07-2008 00:00,0,unverified data,PrecVal,
06-07-2008 00:00,0,unverified data,PrecVal,
07-07-2008 00:00,0,unverified data,PrecVal,
08-07-2008 00:00,0,unverified data,PrecVal,
09-07-2008 00:00,0,unverified data,PrecVal,
10-07-2008 00:00,0,unverified data,PrecVal,
11-07-2008 00:00,0,unverified data,PrecVal,
12-07-2008 00:00,0,unverified data,PrecVal,
13-07-2008 00:00,0,unverified data,PrecVal,
14-07-2008 00:00,0,unverified data,PrecVal,
15-07-2008 00:00,0,unverified data,PrecVal,
16-07-2008 00:00,0,unverified data,PrecVal,
17-07-2008 00:00,0,unverified data,PrecVal,
18-07-2008 00:00,0,unverified data,PrecVal,
19-07-2008 00:00,0,unverified data,PrecVal,
20-07-2008 00:00,0,unverified data,PrecVal,
21-07-2008 00:00,0,unverified data,PrecVal,
22-07-2008 00:00,0,unverified data,PrecVal,
23-07-2008 00:00,0,unverified data,PrecVal,
24-07-2008 00:00,0,unverified data,PrecVal,
25-07-2008 00:00,0,unverified data,PrecVal,
26-07-2008 00:00,0,unverified data,PrecVal,
27-07-2008 00:00,0,unverified data,PrecVal,
28-07-2008 00:00,0,unverified data,PrecVal,
29-07-2008 00:00,0,unverified data,PrecVal,
30-07-2008 00:00,0,unverified data,PrecVal,
31-07-2008 00:00,0,unverified data,PrecVal,
01-08-2008 00:00,0,unverified data,PrecVal,
02-08-2008 00:00,0,unverified data,PrecVal,
03-08-2008 00:00,0,unverified data,PrecVal,
04-08-2008 00:00,0,unverified data,PrecVal,
05-08-2008 00:00,0,unverified data,PrecVal,
06-08-2008 00:00,0,unverified data,PrecVal,
07-08-2008 00:00,0,unverified data,PrecVal,
08-08-2008 00:00,0,unverified data,PrecVal,
09-08-2008 00:00,0,unverified data,PrecVal,
10-08-2008 00:00,0,unverified data,PrecVal,
11-08-2008 00:00,0,unverified data,PrecVal,
12-08-2008 00:00,0,unverified data,PrecVal,
13-08-2008 00:00,0,unverified data,PrecVal,
14-08-2008 00:00,0,unverified data,PrecVal,
15-08-2008 00:00,0,unverified data,PrecVal,
16-08-2008 00:00,0,unverified data,PrecVal,
17-08-2008 00:00,0,unverified data,PrecVal,
18-08-2008 00:00,0,unverified data,PrecVal,
19-08-2008 00:00,0,unverified data,PrecVal,
20-08-2008 00:00,0,unverified data,PrecVal,
21-08-2008 00:00,0,unverified data,PrecVal,
22-08-2008 00:00,0,unverified data,PrecVal,
23-08-2008 00:00,0,unverified data,PrecVal,
24-08-2008 00:00,0,unverified data,PrecVal,
25-08-2008 00:00,0,unverified data,PrecVal,
26-08-2008 00:00,0,unverified data,PrecVal,
27-08-2008 00:00,0,unverified data,PrecVal,
28-08-2008 00:00,0,unverified data,PrecVal,
29-08-2008 00:00,0,unverified data,PrecVal,
30-08-2008 00:00,0,unverified data,PrecVal,
31-08-2008 00:00,0,unverified data,PrecVal,
01-09-2008 00:00,0,unverified data,PrecVal,
02-09-2008 00:00,0,unverified data,PrecVal,
03-09-2008 00:00,0,unverified data,PrecVal,
04-09-2008 00:00,0,unverified data,PrecVal,
05-09-2008 00:00,0,unverified data,PrecVal,
06-09-2008 00:00,0,unverified data,PrecVal,
07-09-2008 00:00,0,unverified data,PrecVal,
08-09-2008 00:00,0,unverified data,PrecVal,
09-09-2008 00:00,0,unverified data,PrecVal,
10-09-2008 00:00,0,unverified data,PrecVal,
11-09-2008 00:00,0,unverified data,PrecVal,
12-09-2008 00:00,0,unverified data,PrecVal,
13-09-2008 00:00,0,unverified data,PrecVal,
14-09-2008 00:00,0,unverified data,PrecVal,
15-09-2008 00:00,0,unverified data,PrecVal,
16-09-2008 00:00,0,unverified data,PrecVal,
17-09-2008 00:00,0,unverified data,PrecVal,
18-09-2008 00:00,0,unverified data,PrecVal,
19-09-2008 00:00,0,unverified data,PrecVal,
20-09-2008 00:00,0,unverified data,PrecVal,
21-09-2008 00:00,0,unverified data,PrecVal,
22-09-2008 00:00,0,unverified data,PrecVal,
23-09-2008 00:00,0,unverified data,PrecVal,
24-09-2008 00:00,0.001,unverified data,PrecVal,
25-09-2008 00:00,0.001,unverified data,PrecVal,
26-09-2008 00:00,0.001,unverified data,PrecVal,
27-09-2008 00:00,0.001,unverified data,PrecVal,
28-09-2008 00:00,0.001,unverified data,PrecVal,
29-09-2008 00:00,0.001,unverified data,PrecVal,
30-09-2008 00:00,0.001,unverified data,PrecVal,
01-10-2008 00:00,0.001,unverified data,PrecVal,
02-10-2008 00:00,0.001,unverified data,PrecVal,
03-10-2008 00:00,0.001,unverified data,PrecVal,
04-10-2008 00:00,0.001,unverified data,PrecVal,
05-10-2008 00:00,0.001,unverified data,PrecVal,
06-10-2008 00:00,0.001,unverified data,PrecVal,
07-10-2008 00:00,0,unverified data,PrecVal,
08-10-2008 00:00,0,unverified data,PrecVal,
09-10-2008 00:00,0,unverified data,PrecVal,
10-10-2008 00:00,0,unverified data,PrecVal,
11-10-2008 00:00,0.001,unverified data,PrecVal,
12-10-2008 00:00,0,unverified data,PrecVal,
13-10-2008 00:00,0,unverified data,PrecVal,
14-10-2008 00:00,0,unverified data,PrecVal,
15-10-2008 00:00,0,unverified data,PrecVal,
16-10-2008 00:00,0,unverified data,PrecVal,
17-10-2008 00:00,0,unverified data,PrecVal,
18-10-2008 00:00,0,unverified data,PrecVal,
19-10-2008 00:00,0,unverified data,PrecVal,
20-10-2008 00:00,0,unverified data,PrecVal,
21-10-2008 00:00,0,unverified data,PrecVal,
22-10-2008 00:00,0.154,unverified data,PrecVal,
23-10-2008 00:00,0.656,unverified data,PrecVal,
24-10-2008 00:00,0.665,unverified data,PrecVal,
25-10-2008 00:00,0.667,unverified data,PrecVal,
26-10-2008 00:00,0.663,unverified data,PrecVal,
27-10-2008 00:00,0.657,unverified data,PrecVal,
28-10-2008 00:00,0.65,unverified data,PrecVal,
29-10-2008 00:00,0.618,unverified data,PrecVal,
30-10-2008 00:00,0.617,unverified data,PrecVal,
31-10-2008 00:00,0.615,unverified data,PrecVal,
01-11-2008 00:00,0.618,unverified data,PrecVal,
02-11-2008 00:00,0.614,unverified data,PrecVal,
03-11-2008 00:00,0.62,unverified data,PrecVal,
04-11-2008 00:00,0.616,unverified data,PrecVal,
05-11-2008 00:00,0.594,unverified data,PrecVal,
06-11-2008 00:00,0.589,unverified data,PrecVal,
07-11-2008 00:00,0.781,unverified data,PrecVal,
08-11-2008 00:00,0.947,unverified data,PrecVal,
09-11-2008 00:00,0.168,unverified data,PrecVal,
10-11-2008 00:00,0,unverified data,PrecVal,
11-11-2008 00:00,0,unverified data,PrecVal,
12-11-2008 00:00,0,unverified data,PrecVal,
13-11-2008 00:00,0,unverified data,PrecVal,
14-11-2008 00:00,0,unverified data,PrecVal,
15-11-2008 00:00,0,unverified data,PrecVal,
16-11-2008 00:00,0,unverified data,PrecVal,
17-11-2008 00:00,0,unverified data,PrecVal,
18-11-2008 00:00,0.081,unverified data,PrecVal,
19-11-2008 00:00,0.609,unverified data,PrecVal,
20-11-2008 00:00,0.615,unverified data,PrecVal,
21-11-2008 00:00,0.62,unverified data,PrecVal,
22-11-2008 00:00,0.597,unverified data,PrecVal,
23-11-2008 00:00,0.601,unverified data,PrecVal,
24-11-2008 00:00,0.588,unverified data,PrecVal,
25-11-2008 00:00,0.168,unverified data,PrecVal,
26-11-2008 00:00,0.001,unverified data,PrecVal,
27-11-2008 00:00,0.001,unverified data,PrecVal,
28-11-2008 00:00,0.001,unverified data,PrecVal,
29-11-2008 00:00,0.001,unverified data,PrecVal,
30-11-2008 00:00,0.001,unverified data,PrecVal,
01-12-2008 00:00,0.001,unverified data,PrecVal,
02-12-2008 00:00,0.001,unverified data,PrecVal,
03-12-2008 00:00,0,unverified data,PrecVal,
04-12-2008 00:00,0,unverified data,PrecVal,
05-12-2008 00:00,0,unverified data,PrecVal,
06-12-2008 00:00,0,unverified data,PrecVal,
07-12-2008 00:00,0,unverified data,PrecVal,
08-12-2008 00:00,0,unverified data,PrecVal,
09-12-2008 00:00,0,unverified data,PrecVal,
10-12-2008 00:00,0.088,unverified data,PrecVal,
11-12-2008 00:00,0.239,unverified data,PrecVal,
12-12-2008 00:00,0.233,unverified data,PrecVal,
13-12-2008 00:00,0.234,unverified data,PrecVal,
14-12-2008 00:00,0.241,unverified data,PrecVal,
15-12-2008 00:00,0.243,unverified data,PrecVal,
16-12-2008 00:00,0.236,unverified data,PrecVal,
17-12-2008 00:00,0.224,unverified data,PrecVal,
18-12-2008 00:00,0.223,unverified data,PrecVal,
19-12-2008 00:00,0.224,unverified data,PrecVal,
20-12-2008 00:00,0.221,unverified data,PrecVal,
21-12-2008 00:00,0.218,unverified data,PrecVal,
22-12-2008 00:00,0.223,unverified data,PrecVal,
23-12-2008 00:00,0.221,unverified data,PrecVal,
24-12-2008 00:00,0.16,unverified data,PrecVal,
25-12-2008 00:00,0.184,unverified data,PrecVal,
26-12-2008 00:00,0.188,unverified data,PrecVal,
27-12-2008 00:00,0.196,unverified data,PrecVal,
28-12-2008 00:00,0.204,unverified data,PrecVal,
29-12-2008 00:00,0.205,unverified data,PrecVal,
30-12-2008 00:00,0.17,unverified data,PrecVal,
31-12-2008 00:00,0.162,unverified data,PrecVal,
01-01-2009 00:00,0.14,unverified data,PrecVal,
02-01-2009 00:00,0.123,unverified data,PrecVal,
03-01-2009 00:00,0.116,unverified data,PrecVal,
04-01-2009 00:00,0.117,unverified data,PrecVal,
05-01-2009 00:00,0.118,unverified data,PrecVal,
06-01-2009 00:00,0.616,unverified data,PrecVal,
07-01-2009 00:00,0.805,unverified data,PrecVal,
08-01-2009 00:00,0.651,unverified data,PrecVal,
09-01-2009 00:00,0.641,unverified data,PrecVal,
10-01-2009 00:00,0.631,unverified data,PrecVal,
11-01-2009 00:00,0.643,unverified data,PrecVal,
12-01-2009 00:00,0.674,unverified data,PrecVal,
13-01-2009 00:00,0.871,unverified data,PrecVal,
14-01-2009 00:00,1.116,unverified data,PrecVal,
15-01-2009 00:00,1.08,unverified data,PrecVal,
16-01-2009 00:00,1.099,unverified data,PrecVal,
17-01-2009 00:00,1.092,unverified data,PrecVal,
18-01-2009 00:00,1.069,unverified data,PrecVal,
19-01-2009 00:00,1.064,unverified data,PrecVal,
20-01-2009 00:00,1.077,unverified data,PrecVal,
21-01-2009 00:00,1.078,unverified data,PrecVal,
22-01-2009 00:00,1.07,unverified data,PrecVal,
23-01-2009 00:00,1.092,unverified data,PrecVal,
24-01-2009 00:00,1.09,unverified data,PrecVal,
25-01-2009 00:00,1.104,unverified data,PrecVal,
26-01-2009 00:00,0.496,unverified data,PrecVal,
27-01-2009 00:00,0.981,unverified data,PrecVal,
28-01-2009 00:00,0.981,unverified data,PrecVal,
29-01-2009 00:00,0.97,unverified data,PrecVal,
30-01-2009 00:00,0.969,unverified data,PrecVal,
31-01-2009 00:00,0.977,unverified data,PrecVal,
01-02-2009 00:00,0.98,unverified data,PrecVal,
02-02-2009 00:00,0.965,unverified data,PrecVal,
03-02-2009 00:00,0.975,unverified data,PrecVal,
04-02-2009 00:00,0.966,unverified data,PrecVal,
05-02-2009 00:00,0.953,unverified data,PrecVal,
06-02-2009 00:00,0.944,unverified data,PrecVal,
07-02-2009 00:00,0.94,unverified data,PrecVal,
08-02-2009 00:00,0.951,unverified data,PrecVal,
09-02-2009 00:00,0.953,unverified data,PrecVal,
10-02-2009 00:00,0.951,unverified data,PrecVal,
11-02-2009 00:00,0.954,unverified data,PrecVal,
12-02-2009 00:00,0.959,unverified data,PrecVal,
13-02-2009 00:00,0.967,unverified data,PrecVal,
14-02-2009 00:00,0.965,unverified data,PrecVal,
15-02-2009 00:00,0.955,unverified data,PrecVal,
16-02-2009 00:00,0.954,unverified data,PrecVal,
17-02-2009 00:00,0.958,unverified data,PrecVal,
18-02-2009 00:00,0.952,unverified data,PrecVal,
19-02-2009 00:00,0.946,unverified data,PrecVal,
20-02-2009 00:00,0.949,unverified data,PrecVal,
21-02-2009 00:00,0.955,unverified data,PrecVal,
22-02-2009 00:00,0.953,unverified data,PrecVal,
23-02-2009 00:00,0.934,unverified data,PrecVal,
24-02-2009 00:00,0.94,unverified data,PrecVal,
25-02-2009 00:00,0.737,unverified data,PrecVal,
26-02-2009 00:00,0.634,unverified data,PrecVal,
27-02-2009 00:00,0.622,unverified data,PrecVal,
28-02-2009 00:00,0.621,unverified data,PrecVal,
01-03-2009 00:00,0.505,unverified data,PrecVal,
02-03-2009 00:00,0.312,unverified data,PrecVal,
03-03-2009 00:00,0.313,unverified data,PrecVal,
04-03-2009 00:00,0.647,unverified data,PrecVal,
05-03-2009 00:00,1.173,unverified data,PrecVal,
06-03-2009 00:00,0.925,unverified data,PrecVal,
07-03-2009 00:00,0.777,unverified data,PrecVal,
08-03-2009 00:00,0.768,unverified data,PrecVal,
09-03-2009 00:00,0.747,unverified data,PrecVal,
10-03-2009 00:00,0.739,unverified data,PrecVal,
11-03-2009 00:00,0.739,unverified data,PrecVal,
12-03-2009 00:00,0.736,unverified data,PrecVal,
13-03-2009 00:00,0.727,unverified data,PrecVal,
14-03-2009 00:00,0.725,unverified data,PrecVal,
15-03-2009 00:00,0.733,unverified data,PrecVal,
16-03-2009 00:00,0.741,unverified data,PrecVal,
17-03-2009 00:00,0.516,unverified data,PrecVal,
18-03-2009 00:00,0.34,unverified data,PrecVal,
19-03-2009 00:00,0.331,unverified data,PrecVal,
20-03-2009 00:00,0.328,unverified data,PrecVal,
21-03-2009 00:00,0.324,unverified data,PrecVal,
22-03-2009 00:00,0.322,unverified data,PrecVal,
23-03-2009 00:00,0.321,unverified data,PrecVal,
24-03-2009 00:00,0.326,unverified data,PrecVal,
25-03-2009 00:00,0.325,unverified data,PrecVal,
26-03-2009 00:00,0.321,unverified data,PrecVal,
27-03-2009 00:00,0.326,unverified data,PrecVal,
28-03-2009 00:00,0.305,unverified data,PrecVal,
29-03-2009 00:00,0.304,unverified data,PrecVal,
30-03-2009 00:00,0.299,unverified data,PrecVal,
31-03-2009 00:00,0.296,unverified data,PrecVal,
01-04-2009 00:00,0.299,unverified data,PrecVal,
02-04-2009 00:00,0.294,unverified data,PrecVal,
03-04-2009 00:00,0.278,unverified data,PrecVal,
04-04-2009 00:00,0.269,unverified data,PrecVal,
05-04-2009 00:00,0.269,unverified data,PrecVal,
06-04-2009 00:00,0.267,unverified data,PrecVal,
07-04-2009 00:00,0.268,unverified data,PrecVal,
08-04-2009 00:00,0.262,unverified data,PrecVal,
09-04-2009 00:00,0.259,unverified data,PrecVal,
10-04-2009 00:00,0.311,unverified data,PrecVal,
11-04-2009 00:00,0.388,unverified data,PrecVal,
12-04-2009 00:00,0.389,unverified data,PrecVal,
13-04-2009 00:00,0.396,unverified data,PrecVal,
14-04-2009 00:00,0.398,unverified data,PrecVal,
15-04-2009 00:00,0.4,unverified data,PrecVal,
16-04-2009 00:00,0.399,unverified data,PrecVal,
17-04-2009 00:00,0.388,unverified data,PrecVal,
18-04-2009 00:00,0.265,unverified data,PrecVal,
19-04-2009 00:00,0.198,unverified data,PrecVal,
20-04-2009 00:00,0.195,unverified data,PrecVal,
21-04-2009 00:00,0.195,unverified data,PrecVal,
22-04-2009 00:00,0.194,unverified data,PrecVal,
23-04-2009 00:00,0.194,unverified data,PrecVal,
24-04-2009 00:00,0.196,unverified data,PrecVal,
25-04-2009 00:00,0.196,unverified data,PrecVal,
26-04-2009 00:00,0.198,unverified data,PrecVal,
27-04-2009 00:00,0.2,unverified data,PrecVal,
28-04-2009 00:00,0.068,unverified data,PrecVal,
29-04-2009 00:00,0,unverified data,PrecVal,
30-04-2009 00:00,0,unverified data,PrecVal,
01-05-2009 00:00,0,unverified data,PrecVal,
02-05-2009 00:00,0,unverified data,PrecVal,
03-05-2009 00:00,0,unverified data,PrecVal,
04-05-2009 00:00,0,unverified data,PrecVal,
05-05-2009 00:00,0,unverified data,PrecVal,
06-05-2009 00:00,0,unverified data,PrecVal,
07-05-2009 00:00,0,unverified data,PrecVal,
08-05-2009 00:00,0,unverified data,PrecVal,
09-05-2009 00:00,0,unverified data,PrecVal,
10-05-2009 00:00,0,unverified data,PrecVal,
11-05-2009 00:00,0,unverified data,PrecVal,
12-05-2009 00:00,0,unverified data,PrecVal,
13-05-2009 00:00,0,unverified data,PrecVal,
14-05-2009 00:00,0,unverified data,PrecVal,
15-05-2009 00:00,0,unverified data,PrecVal,
16-05-2009 00:00,0,unverified data,PrecVal,
17-05-2009 00:00,0,unverified data,PrecVal,
18-05-2009 00:00,0,unverified data,PrecVal,
19-05-2009 00:00,0,unverified data,PrecVal,
20-05-2009 00:00,0,unverified data,PrecVal,
21-05-2009 00:00,0,unverified data,PrecVal,
22-05-2009 00:00,0,unverified data,PrecVal,
23-05-2009 00:00,0,unverified data,PrecVal,
24-05-2009 00:00,0,unverified data,PrecVal,
25-05-2009 00:00,0,unverified data,PrecVal,
26-05-2009 00:00,0,unverified data,PrecVal,
27-05-2009 00:00,0,unverified data,PrecVal,
28-05-2009 00:00,0,unverified data,PrecVal,
29-05-2009 00:00,0,unverified data,PrecVal,
30-05-2009 00:00,0,unverified data,PrecVal,
31-05-2009 00:00,0,unverified data,PrecVal,
01-06-2009 00:00,0,unverified data,PrecVal,
02-06-2009 00:00,0,unverified data,PrecVal,
03-06-2009 00:00,0,unverified data,PrecVal,
04-06-2009 00:00,0,unverified data,PrecVal,
05-06-2009 00:00,0,unverified data,PrecVal,
06-06-2009 00:00,0,unverified data,PrecVal,
07-06-2009 00:00,0,unverified data,PrecVal,
08-06-2009 00:00,0,unverified data,PrecVal,
09-06-2009 00:00,0,unverified data,PrecVal,
10-06-2009 00:00,0,unverified data,PrecVal,
11-06-2009 00:00,0,unverified data,PrecVal,
12-06-2009 00:00,0,unverified data,PrecVal,
13-06-2009 00:00,0.001,unverified data,PrecVal,
14-06-2009 00:00,0.001,unverified data,PrecVal,
15-06-2009 00:00,0.001,unverified data,PrecVal,
16-06-2009 00:00,0.001,unverified data,PrecVal,
17-06-2009 00:00,0.001,unverified data,PrecVal,
18-06-2009 00:00,0.001,unverified data,PrecVal,
19-06-2009 00:00,0.001,unverified data,PrecVal,
20-06-2009 00:00,0.001,unverified data,PrecVal,
21-06-2009 00:00,0.001,unverified data,PrecVal,
22-06-2009 00:00,0.001,unverified data,PrecVal,
23-06-2009 00:00,0.001,unverified data,PrecVal,
24-06-2009 00:00,0.001,unverified data,PrecVal,
25-06-2009 00:00,0.001,unverified data,PrecVal,
26-06-2009 00:00,0.001,unverified data,PrecVal,
27-06-2009 00:00,0.001,unverified data,PrecVal,
28-06-2009 00:00,0.001,unverified data,PrecVal,
29-06-2009 00:00,0.001,unverified data,PrecVal,
30-06-2009 00:00,0.001,unverified data,PrecVal,
01-07-2009 00:00,0.001,unverified data,PrecVal,
02-07-2009 00:00,0.001,unverified data,PrecVal,
03-07-2009 00:00,0.001,unverified data,PrecVal,
04-07-2009 00:00,0.001,unverified data,PrecVal,
05-07-2009 00:00,0.001,unverified data,PrecVal,
06-07-2009 00:00,0.001,unverified data,PrecVal,
07-07-2009 00:00,0.001,unverified data,PrecVal,
08-07-2009 00:00,0.001,unverified data,PrecVal,
09-07-2009 00:00,0.001,unverified data,PrecVal,
10-07-2009 00:00,0.001,unverified data,PrecVal,
11-07-2009 00:00,0.001,unverified data,PrecVal,
12-07-2009 00:00,0.001,unverified data,PrecVal,
13-07-2009 00:00,0.001,unverified data,PrecVal,
14-07-2009 00:00,0.001,unverified data,PrecVal,
15-07-2009 00:00,0.001,unverified data,PrecVal,
16-07-2009 00:00,0.001,unverified data,PrecVal,
17-07-2009 00:00,0.001,unverified data,PrecVal,
18-07-2009 00:00,0.001,unverified data,PrecVal,
19-07-2009 00:00,0.001,unverified data,PrecVal,
20-07-2009 00:00,0.001,unverified data,PrecVal,
21-07-2009 00:00,0.001,unverified data,PrecVal,
22-07-2009 00:00,0.001,unverified data,PrecVal,
23-07-2009 00:00,0.001,unverified data,PrecVal,
24-07-2009 00:00,0.001,unverified data,PrecVal,
25-07-2009 00:00,0.001,unverified data,PrecVal,
26-07-2009 00:00,0.001,unverified data,PrecVal,
27-07-2009 00:00,0.001,unverified data,PrecVal,
28-07-2009 00:00,0.001,unverified data,PrecVal,
29-07-2009 00:00,0.001,unverified data,PrecVal,
30-07-2009 00:00,0.001,unverified data,PrecVal,
31-07-2009 00:00,0.001,unverified data,PrecVal,
01-08-2009 00:00,0.001,unverified data,PrecVal,
02-08-2009 00:00,0.001,unverified data,PrecVal,
03-08-2009 00:00,0.001,unverified data,PrecVal,
04-08-2009 00:00,0.001,unverified data,PrecVal,
05-08-2009 00:00,0.001,unverified data,PrecVal,
06-08-2009 00:00,0.001,unverified data,PrecVal,
07-08-2009 00:00,0.001,unverified data,PrecVal,
08-08-2009 00:00,0.001,unverified data,PrecVal,
09-08-2009 00:00,0.001,unverified data,PrecVal,
10-08-2009 00:00,0.001,unverified data,PrecVal,
11-08-2009 00:00,0.001,unverified data,PrecVal,
12-08-2009 00:00,0.001,unverified data,PrecVal,
13-08-2009 00:00,0.001,unverified data,PrecVal,
